label,text
1,Apa panjenengan priksa embok adalem ana ing ngendi?
2,"Menapa sampeyan sumerep, embok kula wonten ing pundi?"
3,"Menapa panjenengan priksa, embok adalem wonten ing pundi?"
0,"Bu Ayu: ""Nak Bagus, ayo mampir sadhela!” Bagus: ""Emoh Bu, aku kesusu meneh-menehake layang iki.”"
1,"Bu Ayu: ”Nak Bagus, sumangga pinarak sadhela!” Bagus: ""Nyuwun pangapura Bu, adalem kesusu nyaos-nyaosake layang iki!”"
2,"Bu Ayu: ”Nak Bagus, mangga mampir sakedhap!” Bagus: ""Boten Bu, kula kesesa nyukak-nyukakaken serat menika.” "
3,"Bu Ayu: ”Nak Bagus, sumangga pinarak sakedhap!” Bagus: ""Nyuwun pangapunten Bu, adalem kesesa nyaos-nyaosaken serat menika.”"
0,Tebune diemot truk arep digawa menyang pabrik.
2,Rosanipun dipunewrat truk badhe dipunbekta dhateng pabrik.
0,Pawarta pambangunan ing desa kene diemot ing layangkabar.
2,Pawartos pambangunan ing dhusun ngriki dipunewrat ing seratkabar.
0,Klambi kuwi jupuken!
1,Ageman rasukan kuwi panjenengan pundhut!
2,Rasukan menika sampeyan pendhet!
3,Ageman rasukan menika panjenengan pundhut!
0,Jenewer iku omben-omben kang ngendemi.
1,Jenewer iku unjukan kang muroni.
2,Jenewer menika omben-omben ingkang ngendemi.
3,Jenewer menika unjukan ingkang muroni.
0,Montor sing kleru dalane diendheg dening Pak Pulisi.
2,Montor ingkang klentu marginipun dipunendheg (dipunkendelaken) dening Pak Pulisi.
0,Bise diendhegake ing terminal dening supire.
2,Bisipun dipunkendelaken ing terminal dening supiripun.
0,Terminal kene diendhegi bis kang tumuju Jakarta.
2,Terminal ngriki dipunkendeli bis ingkang tumuju Jakarta.
0,Bocah nakal yen dienengake wae bisa dadi ugal-ugalan. 
2,Lare nakal yen dipunkendelaken kemawon saged dados ugal-ugalan.
0,Aku ora melu gawe serik kok katut dienengake.
2,Kula boten tumut damel serik kok katut dipunkendelaken.
0,"Gulane wis entek, tukua maneh!"
2,"Gendhisipun sampun telas, sampeyan tumbas malih!"
0,Brayat kene iki sadina entek gula sakiio.
2,Brayat ngriki menika sadinten telas gendhis sakilo.
0,Saben tuku gula pasir entek-entek wae.
2,Saben tumbas gendhis pasir telas-telas kemawon.
0,Nanging yen duwe gula jawa kok ora entek-entek.
2,Nanging yen gadhah gendhis jawi kok boten telas-telas.
0,Tanggaku kemalingan nganti entek-entekan.
2,Tangga kula kepandungan ngantos telas-telasan.
0,"Kowe iku sir-siran mrana-mrana, entek-entekane mung oleh tangga."
2,"Sampeyan menika sir-siran mrika-mrika, telas-telasanipun namung angsal tangga."
0,"Aja mangan bakaran beton, mengko entutmu akeh!"
1,"Aja dhahar bakaran beton, mengko sarib panjenengan akeh!"
2,"Sampun nedha bakaran beton, mangke entut sampeyan kathah!"
3,"Sampun dhahar bakaran beton, mangke sarib panjenengan kathah!"
0,"Enggonku nyilih piring, kabeh ana rong Iosin."
1,"Enggon adalem nyuwun ngampil ambengan, kabeh ana rong Iosin."
2,"Enggen kula nyambut lancaran, sadaya wonten kalih Iosin."
3,"Enggen adalem nyuwun ngampil ambengan, sadaya wonten kalih Iosin."
0,Pitik-pitikmu iku yen mapan ora ajeg enggon-enggonane.
2,Ayam-ayam sampeyan menika yen mapan boten ajeg enggen-enggenanipun.
0,Manawa mbuwang uwuh aja saenggon-enggon!
2,Manawi mbucal uwuh sampun saenggen-enggen!
0,Dak-turu saenggon-enggone wae!
2,Kula tilem saenggen-enggenipun kemawon!
0,"Tanpa diajari, aku ngerti dhewe carane ngetik nganggo komputer."
2,"Tanpa dipunajari, kula ngertos piyambak caranipun ngetik mawi komputer."
0,"Anakmu lagi dolan, durung gelem mulih."
1,"Ingkang putra lagi ambeng-ambeng, durung kersa kondur."
2,"Anak sampeyan saweg dolan, dereng purun mantuk."
3,"Ingkang putra saweg ameng-ameng, dereng kersa kondur."
0,Dhik Nanik duwe dolanan bonekah bisa mlaku dhewe.
1,Dhin Nanik kagungan ameng-amengan boenkah bisa mlaku dhewe.
2,Dhik Nanik gadhah dolanan bonekah saged mlampah piyambak.
3,Dhik Nanik kagungan ameng-amengan bonekah saged mlampah piyambak.
0,"Adhuh, yen dikon mulang klas enem aku durung keduga."
2,"Adhuh, yen dipunken mucal klas enem kula dereng kedugi."
0,"Wah, yen keduga atine banjur mesam-mesem."
2,"Wah, yen kedugi manahipun lajeng mesam-mesem."
0,"Pandugaku sing mlaku-mlaku kae bocah wadon, jebul bocah lanang."
2,"Pandugi kula ingkang mlampah-mlampah menika lare estri, jebul lare jaler."
0,"Bu Ayu, anakmu kae dulangen dhisik!"
1,"Bu Ayu, ingkang putra kae panjenengan dulang dhisik!"
2,"Bu Ayu, anak sampeyan menika dulang rumiyin!"
3,"Bu Ayu, ingkang putra menika panjenengan dhahari rumiyin!"
0,Sing gemi lan nastiti supaya kowe bisa deduwen.
2,Ingkang gemi lan nastiti supados sampeyan saged gegadhahan.
0,Jarene dhek wingi bojomu duwe anak?
1,Ngandikane ingkang garwa dhek wingi babaran?
2,Criyosipun kala wingi semah sampeyan nglairaken?
3,Ngandikanipun kala wingi ingkang garwa babaran?
0,Saiki kowe nduwe anak pira?
1,Saiki panjenengan kagugan putra pira?
2,Samenika sampeyan gadhah anak pinten?
3,Samenika panjenengan kagungan purtra pinten?
0,Aku duwe atur marang Pak Camat bab Karang Taruna.
1,Aku duwe unjuk marang Pak Camat bab Karang Taruna.
2,Kula gadhah atur dhateng Pak Camat bab Karang Taruna.
3,Adalem gadhah unjuk dhateng Pak Camat bab Karang Taruna.
0,Pak Brata arep duwe gawe netakake anake.
1,Pak Brata arep kagungan kersa nyupitake putrane.
2,Pak Brata badhe gadhah damel netakaken anakipun.
3,Pak Brata badhe kagungan kersa nyupitaken putranipun.
0,"Jaket iki gawanen, kena kanggo tutup dhadha!"
1,"Jaket iki panjenengan ampil, kena kagem tutup jaja!"
2,"Jaket menika sampeyan bekta, kenging kangge tutup dhadha!"
3,"Jaket menika panjenengan ampil, kenging kagem tutup jaja!"
0,"Titi-laras gamelan Slendro yaiku, panunggal, gulu, dhadha, lima enem, panunggal."
1,"Titi-laras gamelan Slendro yaiku, panunggal, jangga, jaja, lima enem, panunggal."
2,"Titi-laras gangsa Slendro inggih menika panunggal, gulu, dhadha, lima enem, panunggal."
3,"Titi-laras gangsa Slendro inggih menika panunggal, jangga, jaja, lima enem, panunggal."
0,"Bocak kae urik, aku duwe neker didhaku."
2,"Lare menika urik, kula gadhah neker dipundhaken."
0,Si Totok dolan dhewe.
2,Pun Totok dolan piyambak.
0,Robot-robotane Totok bisa mlaku dhewe.
2,Robot-robotane Totok saged mlampah piyambak
0,Ana ing ngomah Totok cilik dhewe.
2,Wonten ing griya Totok alit piyambak.
0,Si Totok kuwi anakku dhewe.
2,Pun Totok menika anak kula piyambak.
0,"Anakmu wadon didhemeni Mas Bambang, oleh opo ora?"
2,"Anak sampeyan dipun-remeni Mas Bambang, angsal menapa mboten?"
0,Mbakyumu yen nganggo rok tekan ngisor dhengkul.
1,Ingkang mbakyu yen ngagem rok tekan ngisor jengku.
2,Mbakyu sampeyan  yen nganggo rok dumugi ngandhap dhengkul.
3,Ingkang mbakyu yen ngagem rok dumugi ngandhap jengku.
0,"Bocahe wis mlaku dhisik, kae ana ing ngarep."
2,"Larenipun sampun mlampah rumiyin, menika wonten ing ngajeng."
0,"Bocah-bocah, ayo mandheg dhisik!"
2,"Lare-lare, mangga kendel rumiyin!"
0,"Iki potretku dhisik/ndhisik, dhek isih enom."
2,"Menika potret kula rumiyin, nalika taksih enem."
0,"Enggonmu tawa lemah ora dhisik-dhisik, saiki aku wis kebanjur oleh."
2,"Enggen sampeyan tawi siti boten rumiyin-rumiyin, samenika kula sampun kalajeng angsal."
0,"Adhine didhunake, aja digendong wae!"
2,"Adhinipun dipundhakaken, sampun dipun-gendhong kemawon!"
0,"Bebedmu kedhuwuren, didhunake sathithik!"
2,"Bebed sampeyan kinggilen, dipunandhapaken sakedhik!"
0,"Mbakyu calone tuna, kulak brambang sakwintal kedhuman rega."
2,"Mbakyu calonipun tuna, kilak brambang sakwintal kedhakan regi."
0,Mbakyu nunggang bis medhun ing ngarep omahe.
2,Mbakyu numpak bis medhak ing ngajeng griyanipun.
0,"Giman lara panase patang puluh grad, nanging saiki wis mudhun."
2,"Giman sakit benteripun kawan dasa grad, nanging samenika sampun mandhap."
0,Sing padha teka mrene kae para dhedhuwuranku.
2,Ingkang sami rawuh meiki menika para nginggilan adalem.
0,Klenthing iku cangkeme marep mandhuwur.
2,Klenthing menika cangkemipun majeng manginggil.
0,Bukune ana ing dhuwur lemari.
2,Bukunipun wonten ing nginggil lemantun.
0,Gawea gapura kira-kira sadhuwure wit kates iki!
2,Sampeyan damel gapura kinten-kinten sainggilipun wit kates menika!
0,Gambar iki pasangen ing sadhuwure lawang!
2,Gambar menika sampeyan pasang ing sanginggilipun konten!
0,Sing oleh biji pitu sapandhuwur bocah rongpuluh.
2,Ingkang angsal biji pitu sapanginggil lare kalih dasa.
0,Suwenge barleyan wis dituku Bu Ambar.
1,Sengkange barleyan wis dipundhut Bu Ambar.
2,Suwengipun barleyan sampun ditumbas Bu Ambar.
3,Sengkanginpun barleyan sampun dipunpundhut Bu Ambar.
0,Ali-aline Mbak Arum uga dituku Bu Ambar
1,Sesupene Mbak Arum uga dipundhut Bu Ambar
2,Alini-alinipun Mbak Arum ugi dipuntumbas Bu Ambar
3,Sesupenipun Mbak Arum ugi dipunpundhut Bu Ambar
0,Jarenen biyen dheweke tau edan.
1,Ngandikane biyen panjenengan tau gerah ewah.
2,Criyosipun rumiyin piyambakipun nate edan.
3,Ngandikanipun rumiyin panjenenganipun nate gerah ewah.
0,Murid sing semaput mau saiki wis eling.
2,Murid ingkang semaput wau samenika sampun enget.
0,"Adhiku saiki wis eling, ora main maneh."
2,"Adhi kula samenika sampn enget, boten main malih."
0,"Eling-elingna, laire keponakanku kae tanggal pira!"
1,"Panjenengan eling-elingake, laire keponakan adalem kae tanggal pira!"
2,"Sampeyan enget-engetaken, lairipun kepenakan kula menika tanggal pinten!"
3,"Panjenengan enget-engetaken, lairipun kepenakan adalem menika tanggal pinten"
0,"Aku nyetir montor ora nggawa SIM, keling-kelingan wis tekan kutha."
2,"Kula nyetir montor boten mbekta SIM, kenget-kengetan sampun dumugi kitha."
0,Buku agenda iki isi pangeling-eling tumrap kabeh pegawean kang kudu dak tindakake.
2,Buku agenda menika isi pangenget-enget tumrap sadaya padamelan ingkah kedah kula tindakaken.
0,"Nembanga sapada wae saeling-elinge, aja ndeleng cathetan!"
2,"Sampeyan nembang sapada kemawon saenget-engetipun, sampun ningali cathetan!"
0,Sate truwelu iku rasane uga enak.
2,Sate truwelu menika raosipun ugi eca.
0,Rembuge pancen enak dirasakake.
2,Rembagipun mila eca dipun raosaken.
0,Ayo jajan enak-enakan ana ing restoran!
2,Mangga jajan eca-ecanan wonten ing restoran!
0,"Pelem ing ngarepan iku  yen kulite wis semburat, wah rasane lagi enak-enake."
2,"Pelem ing pajengan menika yen kulitipun sampun semburat, wah raosipun saweg eca-ecanipun."
0,Bu Rini lagi ngenak-enak enggone masak bakmi.
2,Bu Rini saweg eca-eca enggenipun mangsak bakmi.
0,Ana ing asrama kowe ora bisa urip ngenak-enak. 
2,Wonten ing asrama sampeyan boten saged gesang ngeca-ngeca.
0,"Tangan dilumahake, banjur delengan rajah sing anak ing epek-epek!"
1,"Asta dilumahke, banjur panjenengan priksani rajah sing ana ing gumpita!"
2,"Tangan dipunlumahaken, lajeng sampeyan tingali rajah ingkang wonten ing epek-epek!"
3,"Asta dipunlumahaken, lajeng panjenengan priksani rajah ingkang wonten ing gumpita!"
0,"Etungane mono wong satus, nanging sing teka satus selikur,"
2,"Etanganipun makaten tiyang satus, nanging ingkang dhateng satus selikur."
0,"Yen mangkono, etungane bocah kuwi gedhe tanggungjawabe."
2,"Yen makaten, etanganipun lare menika ageng tanggeljawabipun."
0,"Bocah-bocah sing ora kepetung diwenehi wae, amarga konsumsine turah."
2,"Lare-lare ingkang boten kepetang dipunsukani kemawon, amargi konsumsinipun tirah."
0,"Dheweke iku watake petung, mula bisa sugih,"
2,"Piyambakipun menika watakipun petang, mila saged sugih."
0,"Dhuwit konsumsi satus ewu rupiyah kanggo wong salawe, dadi petungane wong siji patang ewu rupiyah."
2,"Arta konsumsi satus ewu rupiyah kangge tiyang salangkung, dados petanganipun tiyang satunggal kawan-ewu rupiyah."
0,"Enggonku metung kewuhan, dheweke iku  kalebu sadulur apa wong liya."
2,"Enggen kula metang kewedan, piyambakipun menika kalebet sadherek menapa tiyang sanes."
0,"Pak Krama lagi etung-etung, sawahe arep ditanduri dhele apa jagung."
2,"Pak Krama saweg etang-etang, sabinipun badhe dipuntandemi dhangsul menapa jagung."
0,"Aja dolanan ana ing pawon, mekewuhi wong nempe!"
2,"Sampun dolanan wonten ing pawon, mekewedi tiyang nempe!"
0,"Kupu kuwi ngewuhake, mabur mrana-mrene diincup angel."
2,"Kupu menik ngewedaken, mabur mrika-mriki dipunincup angel."
0,Mlebu mrene ora perlu pakewuh!
2,Sampeyan mlebet mriki boten perlu pakewed!
0,"Kae bapakmu ana ing njero, ora ewuh-ewuh mung maca koran."
2,"Menika bapak sampeyan ing nglebet, boten ewed-ewed namung maos koran."
0,"Mbak Reni kok nempe akeh banget, apa arep ewuh-ewuhan?"
2,"Mbak Reni kokk nempe kathah sanget, menapa badhe ewed-ewedan?"
0,"Yen mula butuh dhuwit dak-wenehi, kandhaa ora perlu ewuh pakewuh!"
2,"Yen mila betah arta kula sukani, sampeyan criyos boten perlu ewed pakewed!"
0,"Bayarku kuwi nganggo urip wae ora sedheng, isih diebot-eboti ngragadi sekolah keponakan."
2,"Bayar kula menika kangge gesang kemawon boten cekap, taksih dipunawrat-awrat ngragadi sekolah kepenakan."
0,"Telane kuwi sathithik wae, mundhak ngebot-eboti gawan!"
2,"Telanipun menika sakedhik kemawon, mindhak ngawrat-awrati bektan!"
0,Sing diedegake dadi Ratu ing Majapahit aran Raden Wijaya
1,Sing dijumenegake dadi Ratu ing Majapahit asma Raden Wijaya
2,Ingkang dipunedegaken dados Ratu ing Majapahit nama Raden Wijaya
3,Ingkang dipunjumenengaken dados Ratu ing Majapahit asma Raden Wijaya
0,Ing Bale Desa diadegake pakumpulan Karang Taruna.
2,Ing Bale dhusun dipunadegaken pakempalan Karang Taruna.
0,"Aja sok nesu karo sadulur, mundhak ngedoh-edoh pasaduluran!"
2,"Sampun asring nesu kaliyan sadherek, mindhak nenebih pasadherekan!"
0,"Sawise pangkate dhuwur, dheweke banjur ngedoh-edoh karo aku."
2,"Sasampunipun pangkatipun inggil, piyambakipun lajeng nebih-nebih kaliyan kula."
0,"Sabisa-bisa ngedoh-ngedoha, sabab dheweke saiki dhemen narkotika!"
2,"Sasaged-saged sampeyan nebih-nebih, amargi piyambakipun samenika remen narkotika!"
0,"Aku tuku rokok ing tokone Pak Sastra, diedoli dening anake."
2,"Kula tumbas rokok ing tokonipun Pak Sastra, dipunsadeni dening anakipun."
0,"Mas-masane arep diedoli, nanging eman-eman."
2,"Jene-jeneanipun badhe dipunsadeni, nanging eman-eman."
0,"Pitike gering kae gawanen menyang pasar, ya saedol-edole mumpung isih urip."
2,"Ayamipun gering menika sampeyan bekta dhateng peken, inggih sasade-sadenipun mumpung taksih gesang."
0,Anakmu edusana nganggo banyu anget iki!
1,Ingkang putra panjenengan sirami ngagem bangyu anget iki!
2,Anak sampeyan sampeyan dusi ngangge toya anget menika!
3,Ingkang putra panjenengan sirami ngagem toya anget menika!
0,Iki potrete embah dhek omah-omah biyen.
1,Iki potrete eyang dhek krama biyen.
2,Menika potretipun embah nalika emah-emah rumiyin.
3,Menika potretipun eyang nalika krama rumiyin.
0,Adhimu kae seneng yen melu embahe.
1,Ingkang rayi kae seneng yen ndherek eyange. 
2,Adhi sampeyan menika seneng yen tumut embahipun. 
3,Ingkang rayi menika seneng yen ndherek eyange. 
0,Adhimu uga seneng yen dolan karo embahku.
1,ingkang rayi uga seneng ameng-ameng karo embah adalem.
2,Adhi sampeyan ugi seneng yen dolan kaliyan embah kula
3,Ingkang rayi ugi seneng  yen ameng-ameng kaliyan embah adalem.
0,Embahmu karo embahku iku awake isih lemu.
1,Ingkang eyang karo embah adalem iku salirane isi sugeng.
2,Embah sampeyan kaliyan embah kula menika badanipun taksih lema.
3,Ingkang eyang kaliyan embah adalem menika saliranipun taksih sugeng.
0,"Kae, embokmu lagi omong-omongan karo embokku."
1,"Kae, ibu panjenengan lagi ngendikan karo embok adalem. "
2,Menika embok sampeyan saweg wicantenan kaliyan embok kula.
3,Menika ibu panjenengan saweg ngandikan kaliyan embok adalem. 
0,"Embuh, bojomu mau lunga menyang ngendi!"
1,"Duka dalem, ingkang garwa mau tindak menyang ngendi!"
2,"Duka sampeyan, semah sampeyan wau kesah dhateng pundi!"
3,"Duka dalem, ingkang garwa wau tindak dhateng pundi!"
0,"Tapel iku ditempelake ing weteng, yen pupuk ana ing embun-embun."
1,"Raketan iku ditempelake ing padharan, yen pupuk ana ing pasundhulan."
2,"Tapel menika dipuntempelaken ing wereng, yen pupuk wonten ing embun-embun."
3,"Raketan menika dipuntempelaken ing padharan, yen pupuk wonten ing pasundhulan."
0,"Bu Ayu : ""Nak Bagus, mrenea mangan dhisik!"" Bagus :""Emoh Bu, aku isih wareg."""
1,"Bu Ayu : ""Nak Bagus, panjenengan tindhak mrene dhahar dhisik!"" Bagus :""Maturnuwun Bu, adalem isih wareg."""
2,"Bu Ayu : ""Nak Bagus, sampeyan mriki nedha rumiyin!"" Bagus :""Mboten  Bu, kula taksih tuwuk."""
3,"Bu Ayu : ""Nak Bagus, panjenengan tindhak mriki dhahar rumiyin!"" Bagus :""Maturnuwun Bu, adalem taksih tuwuk."""
0,"Jarene , dhek biyen wong-wong yen nonton tayub karo padha endem-endeman."
1,"Ngandikane, dhek biyen wong-wong yen mriksani tayub karo padha wuron."
2,"Criyosipun, kala rumiyin tiyang-tiyang yen ningali tayub kaliyan sami endem-endeman."
3,"Ngandikanipun, kala rumiyin tiyang-tiyang yen mriksani tayun kaliyan sami wuron."
0,Ana ing ngendi wae saiki awis akeh radhio.
2,Wonten ing pundi kemawon samenika sampun kathah radio.
0,Ing ngendi wae ana Kantor Pos sing cedhak?
2,Ing pundi kemawon wonten Kantor Pos ingkang celak?
0,Ngendi ana sekolahan tanpa guru?!
2,Pundi wonten sekolahan tanpa guru?!
0,"Tuduhna, pacanganmu sing endi?!"
2,"Sampeyan tedahaken, pacangan sampeyan ingkang pundi?!"
0,Ing ngendi-endi akeh wong adol mi-ayam.
2,Ing pundi-pundi kathah tiyang sade mi-ayam.
0,Embok cilik kandha yen endhase rada ngelu.
1,Ibu cilik ngandika yen mustakane rada puyeng.
2,Embok alit criyos yen sirahipun radi ngelu.
3,Ibu alit ngandika yen mustakanipun radi puyeng.
0,"Ngenera dalan iki terus, mengko bakal tekan pasar!"
2,"Sampeyan ngleres margi menika terus, mangke badhe dumugi peken!"
0,Dhek isih enom awakmu iku lemu.
1,Dhek isih timur salira panjenengan iku sugeng.
2,Nalika taksih enem badan sampeyan menika lema.
3,Nalika taksih timur salira panjenengan menika sugeng.
0,Bambang Kumbayana iku enom-enomane Pendhita Durna.
2,Bambang Kumbayana menika enem-enemanipun Pendhita Durna.
0,"Wah, embokmu ngenom-enomi, mas-masane dianggo kabeh."
2,"Wah, embok sampeyan enem-enemi, jene-jeneanipun dipunangge sadaya."
0,Omah suwung kuwi saiki dadi enggon lawa.
2,Griya suweng menika samenika dados enggen lawa
0,Enggone nulis ana ing ngendhi?
2,Enggenipun nyerat wonten ing pundhi?
0,Enggonmu turu apa kemulan jarit?
1,Enggon panjenengan sare apa singeban nyamping?
2,Enggen sampeyan tilem menapa kemulan singjang?
3,Enggen panjenengan sare menapa singeban nyamping?
0,"Enya, dakwenehi gedhang, panganen!"
1,"Sumangga, adalem caosi gedhang, panjenengan dhahar!"
2,"Mangga, kula sukani pisang, sampeyan tedha!"
3,"Sumangga, adalem caosi pisang, panjenengan dhahar!"
0,Mbak Narti diepek bojo Mas Narta.
1,Mbak Narti dipundhut garwa Mas Narta.
2,Mbak Narti dipunpendhet semah Mas Narta.
3,Mbak Narti dipunpundhut garwa Mas Narta.
0,Jeruk ing buri omah diepek Mbak Narti.
1,Jeruk ing buri dalem dipundhut Mbak Narti.
2,Jeram ing wingking griya dipunpendhet Mbak Narti.
3,Jeram ing wingking dalem dipunpundhut Mbak Narti.
0,"Supaya ora blereng, matane dieremake sadhela!"
1,"Supaya ora blereng, tingale dikejepake sadhela!"
2,"Supados boten blereng, mripatipun dipuneremaken sakedhap!"
3,"Supados boten blereng, tingalipun dipunkejepaken sakedhap!"
0,Murid-murid wis padha duwe pangerten bab demokrasi.
2,Murid-murid sampun sami gadhah pangartosan bab demokrasi.
0,"Sing pangerten, yen wayahe turu, TV-ne dilirihke!"
2,"Ingkang pangertosan, yen wancinipun tilem, TV-nipun dipunlirihaken."
0,Bu Tanti wis mulih dieterake Dhik Tanta.
1,Bu Tanti wis kondur didherekake Dhik Tanta.
2,Bu Tanti sampun mantuk dipunteraken Dhik Tanta.
3,Bu Tanti sampun kondur dipundherekaken Dhik Tanta.
0,"Pak Guru ora mulih, arep daketeri sega karo wedang."
1,"Pak Guru ora kondur, arep adalem caosi dhahar karo unjukan."
2,"Pak Guru boten mantuk, badhe kula eteri sekul kaliyan wedang."
3,"Pak Guru boten kondur, badhe adalem caosi dhahar kaliyan unjukkan."
0,Raden Janaka lunga menyang pretapan dietutake prepat panakawan.
1,Raden Janaka tindak menyang pretapan didherekake prepat panakawan.
2,Raden Janaka kesah dhateng  pretapan dipunetutaken prepat panakawan.
3,Raden Janaka tindak dhateng  pretapan dipundherekaken prepat panakawan.
0,Prepat panakawan ngetutake lakune Raden Janaka.
1,Prepat panakawan ndherekake tindake Raden Janaka.
2,Prepat panakawan ngetutaken lampahipun Raden Janaka.
3,Prepat panakawan ndherekaken tindakipun Raden Janaka.
0,"Ganep-ganepe prayoga mbagekna, sanajan rasane mangkel."
2,"Jangkep-jangkepipun prayogi sampeyan mbagekaken, sanajan raosipun mangkel."
0,"Aku lagi ngganep-ngganepake dhuwit, supaya dadi salawe ewu rupiyah."
2,"Kula saweg njangkep-njangkepaken arta, supados dados salangkung ewu rupiyah."
0,Enggonmu tuku kertas-kertas wis diganti dening panitya apa durung?
2,Enggen sampeyan tumbas kertas-kertas sampun dipun-gantos dening panitya menapa dereng?
0,Ban sing bocor wis diganti anyar.
2,Ban ingkang bocor sampun dipun-gantos enggal.
1,Pangeran pati iku putra kang bakal gumanti madeg ratu.
3,Pangeran pati menika putra ingkang badhe gumantos madeg ratu.
0,Sing bakal dadi panggantine ratu yaiku pangeran pati.
2,Ingkang badhe dados panggantosipun ratu inggih menika pangeran pati.
0,Kowe kok nggawa graji karo pring kuwi arep gawe apa?
1,Panjenengan kok ngampil graji karo pring kuwi arep ngasta apa?
2,Sampeyan kok mbekta graji kaliyan deling menika badhe damel menapa?
3,Panjenengan kok ngampil graji kaliyan deling menika badhe ngasta menapa?
0,Mbah Atma saben esuk gawene mlaku-mlaku metu kene.
2,Mbah Atma saben enjing damelipun mlampah-mlampah medal ngriki.
0,Pak Darma pinter gegawean samubarang saka kayu.
2,Pak Darma pinter dedamelan samukawis saking kajeng.
0,"Ayo ngirim Bapak, saiki lagi magawe ana ing sawah!"
2,"Mangga ngintun Bapak, samenika saweg madamel wonten ing sabin!"
0,"Nggawekna sambel Mas Jaka, dheweke arep mangan!"
1,"Panjenengan ngastakake sambel Mas Jaka, panjenengane arep dhahar!"
2,"Sampeyan ndamelaken sambel Mas Jaka, piyambakipun badhe nedha!"
3,"Panjenengan ngastakaken sambel Mas Jaka, panjenenganipun badhe dhahar!"
0,Tetulung iku awujud sawijining panggawe becik.
2,Tetulung menika awujud satunggaling pandamel sae.
0,"Aku kepengin ngerti, panggawene geplak iku kepriye."
2,Kula kepengin ngertos pandamelipun geplak menika kadospundi.
0,"Enggone kecopetan iku mung gawe-gawe, sajatine dheweke arep utang dhuwit."
2,"Enggenipun kecopetan menika namung damel-damel, sajatosipun namung badhe nyambut arta."
0,Dak gawe-gawe lemper mumpung duwe beras ketan.
2,"Kula damel-damel Iemper, mumpung gadhah uwos ketos."
0,"Enggone pincang kae mung digawe-gawe, supaya ora dikon melu bal-balan."
2,"Enggenipun pincang menika namung dipundamel-damel, supados boten dipunken tumut bal-balan."
0,Pak Sasra duwe gawe mantu gedhen.
2,Pak Sasra gadhah damel mantu ageng-agengan.
0,Bapak Ketua RT manggedheni gotong royong ndandani kreteg.
2,Bapak Ketua RT mangagengi gotong royong ndandosi kreteg.
0,Nandur wit pelem wis rong taun kok ora gedhe-gedhe.
2,Nanem wit pelem sampun kalih taun kok boten ageng-ageng.
0,Bane mobil iku dakgenti anyar wae ya?
2,Banipun mobil menika kula gentos enggal kemawon inggih?
0,Saiki sapa sing genti nunggang?
2,Samenika sinten ingkang gentos numpak?
0,"Iki mobile adhiku, arep kokgenteni pira?"
2,"Menika mobilipun adhi-kula, badhe sampeyan gentosi pinten?"
0,Sing ngulon ngetan kae sajake wong golek-golek.
2,Ingkang ngilen ngetan menika sajakipun tiyang pados-pados.
0,Sesuk kowe njaluk digugah jam pira?
1,Sesuk panjenengan mundhut diwungu jam pira?
2,Benjing enjing sampeyan nedha dipun-gigah pukul pinten?
3,Benjing enjing panjenengan mundhut dipunwungu pukul pinten?
0,Vitamin C iku kena kanggo nyegah lara gusi.
1,Vitamin C iku kena kaglm nyegah gerah wingkisan.
2,Vitamin C menika kenging kangge nyegah sakit gusi.
3,Vitamin C menika kenging kagem nyegah gerah wingkisan.
0,"Jangane diicipi mbokmu, jarene kurang uyah."
1,"Jangane dikedhapi ingkang ibu, ngandikane kurang uyah."
2,"Janganipun dipunicipi embok sampeyan, criyosipun kirang sarem."
3,"Janganipun dipunkedhapi ingkang ibu, ngandikanipun kirang sarem."
0,"Ayo lungguh kene, iki bakmine diicipi!"
1,"Sumangga pinarak kene, iki bakmine dikedhapi!"
2,"Mangga Ienggah ngriki, menika bakminipun dipunicipi!"
3,"Sumangga pinarak ngriki, menika bakminipun dipunkedhapi!"
0,Anakmu wadon iki idepe asli tumengeng tawang
1,Putra putri panjenengan iki ibinge asli tumengeng tawang
2,Anak estri sampeyan menika idepipun asli tumengeng tawang
3,Putra putri panjenengan menika ibingipun asli tumengeng tawang
0,"Embah wadon idune abang, amarga nginang."
1,"Eyang putri kecohe abang, amarga ngganten."
2,"Embah estri idunipun abrit, amargi ngganten."
3,"Eyang putri kecohipun abrit, amargi ngganten."
0,Saben mangsa paceklik akeh wong ngijokake.
2,Saben mangsa paceklik kathah tiyang ngijemaken.
0,"Yen kowe seneng jamku iki, ayo ijolanl"
2,"Yen sampeyan seneng jam kula menika, mangga lintonan!"
0,"Ayo ijol anggon pit, aku butuh sing ana boncengane!"
2,"Mangga linton anggen pit, kula betah ingkang wonten boncenganipun!"
0,Murid iku prayogane tangi esuk.
2,Murid menika prayoginipun tangi enjing.
0,Iku mau manawa ora kerinan.
2,Menika wau manawi boten kerinan.
0,Iku mau kabeh mula sing dak-arep-arep.
2,Monika wau sadaya mila ingkang kula ajeng-ajeng.
0,Mbak Srini duwe pangilon cilik sok kanggo pupuran.
1,"Mbak Srini kagungan paningalan cilik, sok kagem tasikan."
2,"Mbak Srini gadhah pangilon cilik, asring kangge pupuran."
3,"Mbak Srini kagungan paningalan alit, asring kagem tasikan."
0,Pak Prapta diiloni adhine sing kuliah ana ing Gadjah Mada.
